National Drug Code,ahfscc,tee_code,route_admin,brand_indicator,rx_otc,last_chg_dt,brand_name,gpi,rx_group,drug_class,gen_nm,fd_drug_name,manufacturer_name,dosage_form,unit,strength,usc,usc_desc
65862016005,282492,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ZOLPIDEM TARTRATE,6.02041E+13,HYPNOTICS/SEDATIVES/SLEEP DISORDER AGENTS,NON-BARBITURATE HYPNOTICS,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE TAB 10 MG,AUROBINDO PHARMA,TABLET,MG,10,67290,"NON-BARB,OTH"
65862016390,243204,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,QUINAPRIL/HYDROCHLOROTHIAZIDE,3.69918E+13,ANTIHYPERTENSIVES,ANTIHYPERTENSIVE COMBINATIONS,QUINAPRIL-HYDROCHLOROTHIAZIDE,QUINAPRIL-HYDROCHLOROTHIAZIDE TAB 20-25 MG,AUROBINDO PHARMA,TABLET, ,0,31112,"ACE INHIB,W/DIUR"
65862016999,242400,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ATENOLOL,3.32E+13,BETA BLOCKERS,BETA BLOCKERS CARDIO-SELECTIVE,ATENOLOL,ATENOLOL TAB 50 MG,AUROBINDO PHARMA,TABLET,MG,50,31410,BETA BLOCKERS
65862017601,81216,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,PENICILLIN V POTASSIUM,1.10004E+12,PENICILLINS,NATURAL PENICILLINS,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM TAB 500 MG,AUROBINDO PHARMA,TABLET,MG,500,15152,NATURAL PENICILLINS
65862017605,81216,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,PENICILLIN V POTASSIUM,1.10004E+12,PENICILLINS,NATURAL PENICILLINS,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM TAB 500 MG,AUROBINDO PHARMA,TABLET,MG,500,15152,NATURAL PENICILLINS
65862017699,81216,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,PENICILLIN V POTASSIUM,1.10004E+12,PENICILLINS,NATURAL PENICILLINS,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM TAB 500 MG,AUROBINDO PHARMA,TABLET,MG,500,15152,NATURAL PENICILLINS
65862017760,81206,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CEFDINIR,2.30004E+12,CEPHALOSPORINS,CEPHALOSPORINS - 3RD GENERATION,CEFDINIR,CEFDINIR CAP 300 MG,AUROBINDO PHARMA,CAPSULE,MG,300,15130,CEPHALOSPORINS & RELATED
65862018501,81228,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLINDAMYCIN HCL,1.622E+13,ANTI-INFECTIVE AGENTS - MISC.,LINCOSAMIDES,CLINDAMYCIN HCL,CLINDAMYCIN HCL CAP 150 MG,AUROBINDO PHARMA,CAPSULE,MG,150,15149,"MACROLIDES & RELATED,OTH"
65862018601,81228,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLINDAMYCIN HCL,1.622E+13,ANTI-INFECTIVE AGENTS - MISC.,LINCOSAMIDES,CLINDAMYCIN HCL,CLINDAMYCIN HCL CAP 300 MG,AUROBINDO PHARMA,CAPSULE,MG,300,15149,"MACROLIDES & RELATED,OTH"
65862018730,562220,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ONDANSETRON HCL,5.02501E+13,ANTIEMETICS,5-HT3 RECEPTOR ANTAGONISTS,ONDANSETRON HCL,ONDANSETRON HCL TAB 4 MG,AUROBINDO PHARMA,TABLET,MG,4,17310,ANTINAUSEANT 5HT3 ANTAG
65862018830,562220,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ONDANSETRON HCL,5.02501E+13,ANTIEMETICS,5-HT3 RECEPTOR ANTAGONISTS,ONDANSETRON HCL,ONDANSETRON HCL TAB 8 MG,AUROBINDO PHARMA,TABLET,MG,8,17310,ANTINAUSEANT 5HT3 ANTAG
65862019001,122004,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CYCLOBENZAPRINE HCL,7.51001E+13,MUSCULOSKELETAL THERAPY AGENTS,CENTRAL MUSCLE RELAXANTS,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL TAB 5 MG,AUROBINDO PHARMA,TABLET,MG,5,59111,"MUS RELX,NON-SURG,W/O ANALG"
65862019101,122004,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CYCLOBENZAPRINE HCL,7.51001E+13,MUSCULOSKELETAL THERAPY AGENTS,CENTRAL MUSCLE RELAXANTS,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL TAB 10 MG,AUROBINDO PHARMA,TABLET,MG,10,59111,"MUS RELX,NON-SURG,W/O ANALG"
65862019105,122004,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CYCLOBENZAPRINE HCL,7.51001E+13,MUSCULOSKELETAL THERAPY AGENTS,CENTRAL MUSCLE RELAXANTS,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL TAB 10 MG,AUROBINDO PHARMA,TABLET,MG,10,59111,"MUS RELX,NON-SURG,W/O ANALG"
65862019199,122004,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CYCLOBENZAPRINE HCL,7.51001E+13,MUSCULOSKELETAL THERAPY AGENTS,CENTRAL MUSCLE RELAXANTS,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL TAB 10 MG,AUROBINDO PHARMA,TABLET,MG,10,59111,"MUS RELX,NON-SURG,W/O ANALG"
65862019201,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FLUOXETINE HCL,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),FLUOXETINE HCL,FLUOXETINE HCL CAP 10 MG,AUROBINDO PHARMA,CAPSULE,MG,10,64340,SSRI
65862019205,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FLUOXETINE HCL,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),FLUOXETINE HCL,FLUOXETINE HCL CAP 10 MG,AUROBINDO PHARMA,CAPSULE,MG,10,64340,SSRI
65862019299,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FLUOXETINE HCL,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),FLUOXETINE HCL,FLUOXETINE HCL CAP 10 MG,AUROBINDO PHARMA,CAPSULE,MG,10,64340,SSRI
65862019301,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FLUOXETINE HCL,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),FLUOXETINE HCL,FLUOXETINE HCL CAP 20 MG,AUROBINDO PHARMA,CAPSULE,MG,20,64340,SSRI
65862019399,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FLUOXETINE HCL,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),FLUOXETINE HCL,FLUOXETINE HCL CAP 20 MG,AUROBINDO PHARMA,CAPSULE,MG,20,64340,SSRI
65862019401,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FLUOXETINE HCL,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),FLUOXETINE HCL,FLUOXETINE HCL CAP 40 MG,AUROBINDO PHARMA,CAPSULE,MG,40,64340,SSRI
65862019405,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FLUOXETINE HCL,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),FLUOXETINE HCL,FLUOXETINE HCL CAP 40 MG,AUROBINDO PHARMA,CAPSULE,MG,40,64340,SSRI
65862019430,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FLUOXETINE HCL,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),FLUOXETINE HCL,FLUOXETINE HCL CAP 40 MG,AUROBINDO PHARMA,CAPSULE,MG,40,64340,SSRI
65862019801,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,GABAPENTIN,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,GABAPENTIN,GABAPENTIN CAP 100 MG,AUROBINDO PHARMA,CAPSULE,MG,100,20200,SEIZURE DISORDERS
65862019805,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,GABAPENTIN,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,GABAPENTIN,GABAPENTIN CAP 100 MG,AUROBINDO PHARMA,CAPSULE,MG,100,20200,SEIZURE DISORDERS
65862019899,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,GABAPENTIN,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,GABAPENTIN,GABAPENTIN CAP 100 MG,AUROBINDO PHARMA,CAPSULE,MG,100,20200,SEIZURE DISORDERS
65862019901,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,GABAPENTIN,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,GABAPENTIN,GABAPENTIN CAP 300 MG,AUROBINDO PHARMA,CAPSULE,MG,300,20200,SEIZURE DISORDERS
65862019905,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,GABAPENTIN,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,GABAPENTIN,GABAPENTIN CAP 300 MG,AUROBINDO PHARMA,CAPSULE,MG,300,20200,SEIZURE DISORDERS
65862019999,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,GABAPENTIN,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,GABAPENTIN,GABAPENTIN CAP 300 MG,AUROBINDO PHARMA,CAPSULE,MG,300,20200,SEIZURE DISORDERS
65862020001,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,GABAPENTIN,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,GABAPENTIN,GABAPENTIN CAP 400 MG,AUROBINDO PHARMA,CAPSULE,MG,400,20200,SEIZURE DISORDERS
65862020005,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,GABAPENTIN,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,GABAPENTIN,GABAPENTIN CAP 400 MG,AUROBINDO PHARMA,CAPSULE,MG,400,20200,SEIZURE DISORDERS
65862020190,243208,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOSARTAN POTASSIUM,3.615E+13,ANTIHYPERTENSIVES,ANGIOTENSIN II RECEPTOR ANTAGONISTS,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM TAB 25 MG,AUROBINDO PHARMA,TABLET,MG,25,31121,"ANGIO II ANTAG,ALONE"
65862020199,243208,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOSARTAN POTASSIUM,3.615E+13,ANTIHYPERTENSIVES,ANGIOTENSIN II RECEPTOR ANTAGONISTS,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM TAB 25 MG,AUROBINDO PHARMA,TABLET,MG,25,31121,"ANGIO II ANTAG,ALONE"
65862020230,243208,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOSARTAN POTASSIUM,3.615E+13,ANTIHYPERTENSIVES,ANGIOTENSIN II RECEPTOR ANTAGONISTS,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM TAB 50 MG,AUROBINDO PHARMA,TABLET,MG,50,31121,"ANGIO II ANTAG,ALONE"
65862020290,243208,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOSARTAN POTASSIUM,3.615E+13,ANTIHYPERTENSIVES,ANGIOTENSIN II RECEPTOR ANTAGONISTS,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM TAB 50 MG,AUROBINDO PHARMA,TABLET,MG,50,31121,"ANGIO II ANTAG,ALONE"
65862020299,243208,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOSARTAN POTASSIUM,3.615E+13,ANTIHYPERTENSIVES,ANGIOTENSIN II RECEPTOR ANTAGONISTS,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM TAB 50 MG,AUROBINDO PHARMA,TABLET,MG,50,31121,"ANGIO II ANTAG,ALONE"
65862020330,243208,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOSARTAN POTASSIUM,3.615E+13,ANTIHYPERTENSIVES,ANGIOTENSIN II RECEPTOR ANTAGONISTS,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM TAB 100 MG,AUROBINDO PHARMA,TABLET,MG,100,31121,"ANGIO II ANTAG,ALONE"
65862020390,243208,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOSARTAN POTASSIUM,3.615E+13,ANTIHYPERTENSIVES,ANGIOTENSIN II RECEPTOR ANTAGONISTS,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM TAB 100 MG,AUROBINDO PHARMA,TABLET,MG,100,31121,"ANGIO II ANTAG,ALONE"
65862020399,243208,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOSARTAN POTASSIUM,3.615E+13,ANTIHYPERTENSIVES,ANGIOTENSIN II RECEPTOR ANTAGONISTS,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM TAB 100 MG,AUROBINDO PHARMA,TABLET,MG,100,31121,"ANGIO II ANTAG,ALONE"
65862020901,81224,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,MINOCYCLINE HCL,4.00004E+12,TETRACYCLINES,TETRACYCLINES,MINOCYCLINE HCL,MINOCYCLINE HCL CAP 50 MG,AUROBINDO PHARMA,CAPSULE,MG,50,15111,TETRACYC & CONGEN
65862021150,81224,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,MINOCYCLINE HCL,4.00004E+12,TETRACYCLINES,TETRACYCLINES,MINOCYCLINE HCL,MINOCYCLINE HCL CAP 100 MG,AUROBINDO PHARMA,CAPSULE,MG,100,15111,TETRACYC & CONGEN
65862021901,81206,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CEFDINIR,2.30004E+12,CEPHALOSPORINS,CEPHALOSPORINS - 3RD GENERATION,CEFDINIR,CEFDINIR FOR SUSP 250 MG/5ML,AUROBINDO PHARMA,SUSPENSION RECONSTITUTED,MG/5ML,250,15130,CEPHALOSPORINS & RELATED
65862022660,81212,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLARITHROMYCIN,3.50001E+12,MACROLIDES,CLARITHROMYCIN,CLARITHROMYCIN,CLARITHROMYCIN TAB 500 MG,AUROBINDO PHARMA,TABLET,MG,500,15142,EXTENDED SPECTRUM MACROLIDE
65862022701,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LAMOTRIGINE,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,LAMOTRIGINE,LAMOTRIGINE TAB 25 MG,AUROBINDO PHARMA,TABLET,MG,25,20200,SEIZURE DISORDERS
65862022801,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LAMOTRIGINE,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,LAMOTRIGINE,LAMOTRIGINE TAB 100 MG,AUROBINDO PHARMA,TABLET,MG,100,20200,SEIZURE DISORDERS
65862022960,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LAMOTRIGINE,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,LAMOTRIGINE,LAMOTRIGINE TAB 150 MG,AUROBINDO PHARMA,TABLET,MG,150,20200,SEIZURE DISORDERS
65862023060,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LAMOTRIGINE,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,LAMOTRIGINE,LAMOTRIGINE TAB 200 MG,AUROBINDO PHARMA,TABLET,MG,200,20200,SEIZURE DISORDERS
65862024608,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LEVETIRACETAM,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,LEVETIRACETAM,LEVETIRACETAM TAB 500 MG,AUROBINDO PHARMA,TABLET,MG,500,20200,SEIZURE DISORDERS
65862024708,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LEVETIRACETAM,7.26E+13,ANTICONVULSANTS,ANTICONVULSANTS - MISC.,LEVETIRACETAM,LEVETIRACETAM TAB 750 MG,AUROBINDO PHARMA,TABLET,MG,750,20200,SEIZURE DISORDERS
65862028701,243204,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,PERINDOPRIL ERBUMINE,3.61E+13,ANTIHYPERTENSIVES,ACE INHIBITORS,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE TAB 4 MG,AUROBINDO PHARMA,TABLET,MG,4,31111,"ACE INHIB,ALONE"
65862028801,243204,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,PERINDOPRIL ERBUMINE,3.61E+13,ANTIHYPERTENSIVES,ACE INHIBITORS,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE TAB 8 MG,AUROBINDO PHARMA,TABLET,MG,8,31111,"ACE INHIB,ALONE"
65862029101,682004,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,METFORMIN HCL ER,2.72501E+13,ANTIDIABETICS,BIGUANIDES,METFORMIN HCL,METFORMIN HCL TAB SR 24HR 500 MG,AUROBINDO PHARMA,TABLET EXTENDED RELEASE 24 HOUR,MG,500,39221,"BIGUANIDES,ALONE"
65862029105,682004,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,METFORMIN HCL ER,2.72501E+13,ANTIDIABETICS,BIGUANIDES,METFORMIN HCL,METFORMIN HCL TAB SR 24HR 500 MG,AUROBINDO PHARMA,TABLET EXTENDED RELEASE 24 HOUR,MG,500,39221,"BIGUANIDES,ALONE"
65862030901,243204,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,FOSINOPRIL SODIUM/HYDROCHLOROTHIAZIDE,3.69918E+13,ANTIHYPERTENSIVES,ANTIHYPERTENSIVE COMBINATIONS,FOSINOPRIL SODIUM & HYDROCHLOROTHIAZIDE,FOSINOPRIL SODIUM & HYDROCHLOROTHIAZIDE TAB 20-12.5 MG,AUROBINDO PHARMA,TABLET, ,0,31112,"ACE INHIB,W/DIUR"
65862032699,120400,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,DONEPEZIL HCL,6.2051E+13,PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,ANTIDEMENTIA AGENTS,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE TAB 10 MG,AUROBINDO PHARMA,TABLET,MG,10,20400,ALZHEIMER-TYPE DEMENTIA
65862035705,201218,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLOPIDOGREL,8.5158E+13,HEMATOLOGICAL AGENTS - MISC.,PLATELET AGGREGATION INHIBITORS,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE TAB 75 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,75,11132,"ADENOSINE RECEPTR ANTAG,ALO"
65862035730,201218,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLOPIDOGREL,8.5158E+13,HEMATOLOGICAL AGENTS - MISC.,PLATELET AGGREGATION INHIBITORS,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE TAB 75 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,75,11132,"ADENOSINE RECEPTR ANTAG,ALO"
65862035790,201218,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLOPIDOGREL,8.5158E+13,HEMATOLOGICAL AGENTS - MISC.,PLATELET AGGREGATION INHIBITORS,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE TAB 75 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,75,11132,"ADENOSINE RECEPTR ANTAG,ALO"
65862035799,201218,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLOPIDOGREL,8.5158E+13,HEMATOLOGICAL AGENTS - MISC.,PLATELET AGGREGATION INHIBITORS,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE TAB 75 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,75,11132,"ADENOSINE RECEPTR ANTAG,ALO"
65862037301,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ESCITALOPRAM OXALATE,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE TAB 5 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,5,64340,SSRI
65862037401,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ESCITALOPRAM OXALATE,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE TAB 10 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,10,64340,SSRI
65862037405,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ESCITALOPRAM OXALATE,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE TAB 10 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,10,64340,SSRI
65862037501,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ESCITALOPRAM OXALATE,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE TAB 20 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,20,64340,SSRI
65862037505,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ESCITALOPRAM OXALATE,5.816E+13,ANTIDEPRESSANTS,SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE TAB 20 MG (BASE EQUIV),AUROBINDO PHARMA,TABLET,MG,20,64340,SSRI
65862039010,562220,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ONDANSETRON ODT,5.02501E+13,ANTIEMETICS,5-HT3 RECEPTOR ANTAGONISTS,ONDANSETRON,ONDANSETRON ORALLY DISINTEGRATING TAB 4 MG,AUROBINDO PHARMA,TABLET DISPERSIBLE,MG,4,17310,ANTINAUSEANT 5HT3 ANTAG
65862039110,562220,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ONDANSETRON ODT,5.02501E+13,ANTIEMETICS,5-HT3 RECEPTOR ANTAGONISTS,ONDANSETRON,ONDANSETRON ORALLY DISINTEGRATING TAB 8 MG,AUROBINDO PHARMA,TABLET DISPERSIBLE,MG,8,17310,ANTINAUSEANT 5HT3 ANTAG
65862040301,281292,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,DIVALPROEX SODIUM DR,7.25E+13,ANTICONVULSANTS,VALPROIC ACID,DIVALPROEX SODIUM,DIVALPROEX SODIUM TAB DELAYED RELEASE 500 MG,AUROBINDO PHARMA,TABLET DELAYED RELEASE,MG,500,20200,SEIZURE DISORDERS
65862040701,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,VENLAFAXINE HCL,5.81801E+13,ANTIDEPRESSANTS,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),VENLAFAXINE HCL,VENLAFAXINE HCL TAB 75 MG,AUROBINDO PHARMA,TABLET,MG,75,64350,SNRI
65862040801,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,VENLAFAXINE HCL,5.81801E+13,ANTIDEPRESSANTS,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),VENLAFAXINE HCL,VENLAFAXINE HCL TAB 100 MG,AUROBINDO PHARMA,TABLET,MG,100,64350,SNRI
65862041901,81220,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,SULFAMETHOXAZOLE/TRIMETHOPRIM,1.699E+13,ANTI-INFECTIVE AGENTS - MISC.,ANTI-INFECTIVE MISC. - COMBINATIONS,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE-TRIMETHOPRIM TAB 400-80 MG,AUROBINDO PHARMA,TABLET, ,0,15330,SULFA & TRIMETH COMB
65862042001,81220,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,SULFAMETHOXAZOLE/TRIMETHOPRIM,1.699E+13,ANTI-INFECTIVE AGENTS - MISC.,ANTI-INFECTIVE MISC. - COMBINATIONS,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE-TRIMETHOPRIM TAB 800-160 MG,AUROBINDO PHARMA,TABLET, ,0,15330,SULFA & TRIMETH COMB
65862042005,81220,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,SULFAMETHOXAZOLE/TRIMETHOPRIM,1.699E+13,ANTI-INFECTIVE AGENTS - MISC.,ANTI-INFECTIVE MISC. - COMBINATIONS,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE-TRIMETHOPRIM TAB 800-160 MG,AUROBINDO PHARMA,TABLET, ,0,15330,SULFA & TRIMETH COMB
65862044830,81832,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,VALACYCLOVIR HCL,1.24051E+13,ANTIVIRALS,HERPES AGENTS,VALACYCLOVIR HCL,VALACYCLOVIR HCL TAB 500 MG,AUROBINDO PHARMA,TABLET,MG,500,82220,HERPES ANTIVIRALS
