,Title,Description,Genre,Actors,Director,rating,Year,Runtime (Minutes)
1703,The Adjustment Bureau,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,"Romance,Sci-Fi,Thriller","Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",George Nolfi,,2011,106
1704,The Hollars,A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.,"Comedy,Drama,Romance","Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick",John Krasinski,,2016,88
1705,The Judge,"Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.","Crime,Drama","Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",David Dobkin,,2014,141
1706,Closed Circuit,A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.,"Crime,Drama,Mystery","Eric Bana, Rebecca Hall, Jim Broadbent, Ciarán Hinds",John Crowley,,2013,96
1707,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.","Action,Adventure,Sci-Fi","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",Michael Bay,,2009,150
1708,La tortue rouge,"A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.","Animation,Fantasy","Emmanuel Garijo, Tom Hudson, Baptiste Goy, Axel Devillers",Michael Dudok de Wit,,2016,80
1709,The Book of Life,"Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.","Animation,Adventure,Comedy","Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman",Jorge R. Gutiérrez,,2014,95
1710,Incendies,"Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.","Drama,Mystery,War","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel",Denis Villeneuve,,2010,131
1711,The Heartbreak Kid,A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,"Comedy,Romance","Ben Stiller, Michelle Monaghan,Malin Akerman, Jerry Stiller",Bobby Farrelly,,2007,116
1712,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!","Animation,Comedy,Family","Elijah Wood, Brittany Murphy, Hugh Jackman, Robin Williams",George Miller,,2006,108
1713,Entourage,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",Comedy,"Adrian Grenier, Kevin Connolly, Jerry Ferrara, Kevin Dillon",Doug Ellin,,2015,104
1714,The Strangers,A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,"Horror,Mystery,Thriller","Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher",Bryan Bertino,,2008,86
1715,Noah,A man is chosen by his world's creator to undertake a momentous mission before an apocalyptic flood cleanses the world.,"Action,Adventure,Drama","Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson",Darren Aronofsky,,2014,138
1716,Neighbors,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",Comedy,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow",Nicholas Stoller,,2014,97
1717,Nymphomaniac: Vol. II,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.",Drama,"Charlotte Gainsbourg, Stellan Skarsgård, Willem Dafoe, Jamie Bell",Lars von Trier,,2013,123
1718,Wild,"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.","Adventure,Biography,Drama","Reese Witherspoon, Laura Dern, Gaby Hoffmann,Michiel Huisman",Jean-Marc Vallée,,2014,115
1719,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Comedy,"Adam Sandler, Salma Hayek, Kevin James, Chris Rock",Dennis Dugan,,2010,102
1720,Blair Witch,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.","Horror,Thriller","James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott",Adam Wingard,,2016,89
1721,The Karate Kid,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.","Action,Drama,Family","Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han",Harald Zwart,,2010,140
1722,Dark Shadows,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.","Comedy,Fantasy,Horror","Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter",Tim Burton,,2012,113
1723,Friends with Benefits,"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.","Comedy,Romance","Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman",Will Gluck,,2011,109
1724,The Illusionist,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.","Drama,Mystery,Romance","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",Neil Burger,,2006,110
1725,The A-Team,"A group of Iraq War veterans looks to clear their name with the U.S. military, who suspect the four men of committing a crime for which they were framed.","Action,Adventure,Comedy","Liam Neeson, Bradley Cooper, Sharlto Copley,Jessica Biel",Joe Carnahan,,2010,117
1726,The Guest,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",Thriller,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",Adam Wingard,,2014,100
1727,The Internship,"Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.",Comedy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",Shawn Levy,,2013,119
1728,Paul,Two British comic-book geeks traveling across the U.S. encounter an alien outside Area 51.,"Adventure,Comedy,Sci-Fi","Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard",Greg Mottola,,2011,104
1729,This Beautiful Fantastic,"A young woman who dreams of being a children's author makes an unlikely friendship with a cantankerous, rich old widower.","Comedy,Drama,Fantasy","Jessica Brown Findlay, Andrew Scott, Jeremy Irvine,Tom Wilkinson",Simon Aboud,,2016,100
1730,The Da Vinci Code,A murder inside the Louvre and clues in Da Vinci paintings lead to the discovery of a religious mystery protected by a secret society for two thousand years -- which could shake the foundations of Christianity.,"Mystery,Thriller","Tom Hanks, Audrey Tautou, Jean Reno, Ian McKellen",Ron Howard,,2006,149
1731,Mr. Church,"""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.","Comedy,Drama","Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel",Bruce Beresford,,2016,104
1732,Hugo,"In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.","Adventure,Drama,Family","Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley",Martin Scorsese,,2011,126
1733,The Blackcoat's Daughter,Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,"Horror,Thriller","Emma Roberts, Kiernan Shipka, Lauren Holly, Lucy Boynton",Oz Perkins,,2015,93
1734,Body of Lies,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,"Action,Drama,Romance","Leonardo DiCaprio, Russell Crowe, Mark Strong,Golshifteh Farahani",Ridley Scott,,2008,128
1735,Knight of Cups,A writer indulging in all that Los Angeles and Las Vegas has to offer undertakes a search for love and self via a series of adventures with six different women.,"Drama,Romance","Christian Bale, Cate Blanchett, Natalie Portman,Brian Dennehy",Terrence Malick,,2015,118
1736,The Mummy: Tomb of the Dragon Emperor,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.","Action,Adventure,Fantasy","Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh",Rob Cohen,,2008,112
1737,The Boss,"A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",Comedy,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",Ben Falcone,,2016,99
1738,Hands of Stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,"Action,Biography,Drama","Edgar Ramírez, Usher Raymond, Robert De Niro, Rubén Blades",Jonathan Jakubowicz,,2016,111
1739,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,"Drama,Mystery,Romance","Ricardo Darín, Soledad Villamil, Pablo Rago,Carla Quevedo",Juan José Campanella,,2009,129
1740,True Grit,A tough U.S. Marshal helps a stubborn teenager track down her father's murderer.,"Adventure,Drama,Western","Jeff Bridges, Matt Damon, Hailee Steinfeld,Josh Brolin",Ethan Coen,,2010,110
1741,We Are Your Friends,"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.","Drama,Music,Romance","Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",Max Joseph,,2015,96
1742,A Million Ways to Die in the West,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","Comedy,Romance,Western","Seth MacFarlane, Charlize Theron, Liam Neeson,Amanda Seyfried",Seth MacFarlane,,2014,116
1743,Only for One Night,A married womans husband with a perfect life cheats with her sister with extreme consequences befalling them all.,Thriller,"Brian White, Karrueche Tran, Angelique Pereira,Jessica Vanessa DeLeon",Chris Stokes,,2016,86
1744,Rules Don't Apply,"The unconventional love story of an aspiring actress, her determined driver, and their boss, eccentric billionaire Howard Hughes.","Comedy,Drama,Romance","Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom",Warren Beatty,,2016,127
1745,Ouija: Origin of Evil,"In 1967 Los Angeles, a widowed mother and her 2 daughters add a new stunt to bolster their seance scam business, inviting an evil presence into their home.","Horror,Thriller","Elizabeth Reaser, Lulu Wilson, Annalise Basso,Henry Thomas",Mike Flanagan,,2016,99
1746,Percy Jackson: Sea of Monsters,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising.","Adventure,Family,Fantasy","Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion",Thor Freudenthal,,2013,106
1747,Fracture,"An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.","Crime,Drama,Mystery","Anthony Hopkins, Ryan Gosling, David Strathairn,Rosamund Pike",Gregory Hoblit,,2007,113
1748,Oculus,"A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.","Horror,Mystery","Karen Gillan, Brenton Thwaites, Katee Sackhoff,Rory Cochrane",Mike Flanagan,,2013,104
1749,In Bruges,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.","Comedy,Crime,Drama","Colin Farrell, Brendan Gleeson, Ciarán Hinds,Elizabeth Berrington",Martin McDonagh,,2008,107
1750,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,"Action,Comedy,Romance","Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",McG,,2012,103
1751,Lída Baarová,A film about the black-and-white era actress Lída Baarová and her doomed love affair.,"Biography,Drama,History","Tatiana Pauhofová, Karl Markovics, Gedeon Burkhard,Simona Stasová",Filip Renc,,2016,106
1752,The Road,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.","Adventure,Drama","Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee,Robert Duvall",John Hillcoat,,2009,111
1753,Lavender,"After losing her memory, a woman begins to see unexplained things after her psychiatrist suggests she visit her childhood home.","Drama,Thriller","Abbie Cornish, Dermot Mulroney, Justin Long,Diego Klattenhoff",Ed Gass-Donnelly,,2016,92
1754,Deuces,An agent infiltrates a crime ring ran by a charismatic boss.,Drama,"Larenz Tate, Meagan Good, Rotimi, Rick Gonzalez",Jamal Hill,,2016,87
1755,Conan the Barbarian,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,"Action,Adventure,Fantasy","Jason Momoa, Ron Perlman, Rose McGowan,Stephen Lang",Marcus Nispel,,2011,113
1756,The Fighter,"A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.","Action,Biography,Drama","Mark Wahlberg, Christian Bale, Amy Adams,Melissa Leo",David O. Russell,,2010,116
1757,August Rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.","Drama,Music","Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard",Kirsten Sheridan,,2007,114
1758,Chef,"A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.","Comedy,Drama","Jon Favreau, Robert Downey Jr., Scarlett Johansson,Dustin Hoffman",Jon Favreau,,2014,114
1759,Eye in the Sky,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.","Drama,Thriller,War","Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi",Gavin Hood,,2015,102
1760,Eagle Eye,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.","Action,Mystery,Thriller","Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis",D.J. Caruso,,2008,118
1761,The Purge,"A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.","Horror,Sci-Fi,Thriller","Ethan Hawke, Lena Headey, Max Burkholder,Adelaide Kane",James DeMonaco,,2013,85
1762,PK,"A stranger in the city asks questions no one has asked before. His childlike curiosity will take him on a journey of love, laughter, and letting go.","Comedy,Drama,Romance","Aamir Khan, Anushka Sharma, Sanjay Dutt,Boman Irani",Rajkumar Hirani,,2014,153
1763,Ender's Game,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, a genocidal alien race which nearly annihilated the human race in a previous invasion.","Action,Sci-Fi","Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin",Gavin Hood,,2013,114
1764,Indiana Jones and the Kingdom of the Crystal Skull,"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.","Action,Adventure,Fantasy","Harrison Ford, Cate Blanchett, Shia LaBeouf,Karen Allen",Steven Spielberg,,2008,122
1765,Paper Towns,"After an all night adventure, Quentin's life-long crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.","Drama,Mystery,Romance","Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith",Jake Schreier,,2015,109
1766,High-Rise,Life for the residents of a tower block begins to run out of control.,Drama,"Tom Hiddleston, Jeremy Irons, Sienna Miller, Luke Evans",Ben Wheatley,,2015,119
1767,Quantum of Solace,"James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.","Action,Adventure,Thriller","Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",Marc Forster,,2008,106
1768,The Assignment,"After waking up and discovering that he has undergone gender reassignment surgery, an assassin seeks to find the doctor responsible.","Action,Crime,Thriller","Sigourney Weaver, Michelle Rodriguez, Tony Shalhoub,Anthony LaPaglia",Walter Hill,,2016,95
1769,How to Train Your Dragon,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Animation,Action,Adventure","Jay Baruchel, Gerard Butler,Christopher Mintz-Plasse, Craig Ferguson",Dean DeBlois,,2010,98
1770,Lady in the Water,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.","Drama,Fantasy,Mystery","Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban",M. Night Shyamalan,,2006,110
1771,The Fountain,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.","Drama,Sci-Fi","Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn",Darren Aronofsky,,2006,96
1772,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"Animation,Adventure,Comedy","Owen Wilson, Larry the Cable Guy,Michael Caine, Emily Mortimer",John Lasseter,,2011,106
1773,31,"Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.","Horror,Thriller","Malcolm McDowell, Richard Brake, Jeff Daniel Phillips,Sheri Moon Zombie",Rob Zombie,,2016,102
1774,Final Girl,A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.,"Action,Thriller","Abigail Breslin, Wes Bentley, Logan Huffman,Alexander Ludwig",Tyler Shields,,2015,90
1775,Chalk It Up,"When a super girly-girl is dumped by her boyfriend; she decides to do everything she can to get him back by building a college gymnastics team, quickly learning that she is capable of a lot more than just getting an MRS degree.",Comedy,"Maddy Curley, John DeLuca, Nikki SooHoo, Drew Seeley",Hisonni Johnson,,2016,90
1776,The Man Who Knew Infinity,"The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.","Biography,Drama","Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi",Matt Brown,,2015,108
1777,Unknown,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.","Action,Mystery,Thriller","Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",Jaume Collet-Serra,,2011,113
1778,Self/less,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.","Action,Mystery,Sci-Fi","Ryan Reynolds, Natalie Martinez, Matthew Goode,Ben Kingsley",Tarsem Singh,,2015,117
1779,Mr. Brooks,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,"Crime,Drama,Thriller","Kevin Costner, Demi Moore, William Hurt, Dane Cook",Bruce A. Evans,,2007,120
1780,Tramps,A young man and woman find love in an unlikely place while carrying out a shady deal.,"Comedy,Romance","Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia",Adam Leon,,2016,82
1781,Before We Go,Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,"Comedy,Drama,Romance","Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum",Chris Evans,,2014,95
1782,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","Biography,Drama,Thriller","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Catherine Keener",Paul Greengrass,,2013,134
1783,The Secret Scripture,A woman keeps a diary of her extended stay at a mental hospital.,Drama,"Rooney Mara, Eric Bana, Theo James, Aidan Turner",Jim Sheridan,,2016,108
1784,Max Steel,"The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.","Action,Adventure,Family","Ben Winchell, Josh Brener, Maria Bello, Andy Garcia",Stewart Hendler,,2016,92
1785,Hotel Transylvania 2,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.","Animation,Comedy,Family","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",Genndy Tartakovsky,,2015,89
1786,Hancock,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,"Action,Crime,Drama","Will Smith, Charlize Theron, Jason Bateman, Jae Head",Peter Berg,,2008,92
1787,Sisters,Two sisters decide to throw one last house party before their parents sell their family home.,Comedy,"Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz",Jason Moore,,2015,118
1788,The Family,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.","Comedy,Crime,Thriller","Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",Luc Besson,,2013,111
1789,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.","Comedy,Romance","Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob",Kevin Smith,,2008,101
1790,Ma vie de Courgette,"After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.","Animation,Comedy,Drama","Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud,Michel Vuillermoz",Claude Barras,,2016,66
1791,Man on a Ledge,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.","Action,Crime,Thriller","Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",Asger Leth,,2012,102
1792,No Strings Attached,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.","Comedy,Romance","Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes",Ivan Reitman,,2011,108
1793,Rescue Dawn,A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,"Adventure,Biography,Drama","Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier",Werner Herzog,,2006,120
1794,Despicable Me 2,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","Animation,Adventure,Comedy","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",Pierre Coffin,,2013,98
1795,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,"Crime,Drama,Mystery","Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",Scott Frank,,2014,114
1796,The World's End,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,"Action,Comedy,Sci-Fi","Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",Edgar Wright,,2013,109
1797,Yoga Hosers,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,"Comedy,Fantasy,Horror","Lily-Rose Depp, Harley Quinn Smith, Johnny Depp,Adam Brody",Kevin Smith,,2016,88
1798,Seven Psychopaths,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,"Comedy,Crime","Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken",Martin McDonagh,,2012,110
1799,Beowulf,"The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.","Animation,Action,Adventure","Ray Winstone, Crispin Glover, Angelina Jolie,Robin Wright",Robert Zemeckis,,2007,115
1800,Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.","Action,Drama,Thriller","Chris Pine, Kevin Costner, Keira Knightley,Kenneth Branagh",Kenneth Branagh,,2014,105
1801,1408,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.","Fantasy,Horror","John Cusack, Samuel L. Jackson, Mary McCormack, Paul Birchard",Mikael Håfström,,2007,104
1802,The Gambler,Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?,"Crime,Drama,Thriller","Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson",Rupert Wyatt,,2014,111
1803,Prince of Persia: The Sands of Time,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,"Action,Adventure,Fantasy","Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,Alfred Molina",Mike Newell,,2010,116
1804,The Spectacular Now,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""","Comedy,Drama,Romance","Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh",James Ponsoldt,,2013,95
1805,A United Kingdom,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.","Biography,Drama,Romance","David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",Amma Asante,,2016,111
1806,USS Indianapolis: Men of Courage,"During World War II, an American navy ship is sunk by a Japanese submarine leaving 300 crewmen stranded in shark infested waters.","Action,Drama,History","Nicolas Cage, Tom Sizemore, Thomas Jane,Matt Lanter",Mario Van Peebles,,2016,128
1807,Turbo Kid,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.","Action,Adventure,Comedy","Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",François Simard,,2015,93
1808,Mama,A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,"Horror,Thriller","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",Andrés Muschietti,,2013,100
1809,Orphan,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,"Horror,Mystery,Thriller","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",Jaume Collet-Serra,,2009,123
1810,To Rome with Love,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.","Comedy,Romance","Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page",Woody Allen,,2012,112
1811,Fantastic Mr. Fox,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"Animation,Adventure,Comedy","George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",Wes Anderson,,2009,87
1812,Inside Man,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","Crime,Drama,Mystery","Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer",Spike Lee,,2006,129
1813,I.T.,"A self-proclaimed millionaire, has his life turned upside down after firing his I.T. consultant.","Crime,Drama,Mystery","Pierce Brosnan, Jason Barry, Karen Moskow, Kai Ryssdal",John Moore,,2016,95
1814,127 Hours,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","Adventure,Biography,Drama","James Franco, Amber Tamblyn, Kate Mara, Sean Bott",Danny Boyle,,2010,94
