,Actors,Description,Director,Genre,Runtime (Minutes),Title,Year,rating
1542,"James Badge Dale, Emily Mortimer, Bruce Greenwood,Max Martini",A sci-fi/thriller story centered on a special-ops team that is dispatched to fight supernatural beings.,Nic Mathieu,"Action,Mystery,Sci-Fi",107,Spectral,2016,
1543,"Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow",A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,Richard LaGravenese,"Drama,Romance",126,P.S. I Love You,2007,
1544,"Patrick Wilson, Lena Headey, Ray Winstone,Richard Dreyfuss",A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.,Mora Stephens,"Drama,Thriller",103,Zipper,2015,
1545,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",Jeff Nichols,"Drama,Mystery,Sci-Fi",112,Midnight Special,2016,
1546,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia,Chris Gethard","When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.",Mike Birbiglia,"Comedy,Drama",92,Don't Think Twice,2016,
1547,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter,Anne Hathaway","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",Tim Burton,"Adventure,Family,Fantasy",108,Alice in Wonderland,2010,
1548,"Elisabeth Moss, Naomi Watts, Ron Perlman, Liev Schreiber",A drama inspired by the life of heavyweight boxer Chuck Wepner.,Philippe Falardeau,"Biography,Drama,Sport",98,Chuck,2016,
1549,"Dave Johns, Hayley Squires, Sharon Percy, Briana Shann","After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",Ken Loach,Drama,100,"I, Daniel Blake",2016,
1550,"Jennifer Aniston, Vince Vaughn, Jon Favreau, Joey Lauren Adams","In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",Peyton Reed,"Comedy,Drama,Romance",106,The Break-Up,2006,
1551,"Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford","The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.",Jeff Nichols,"Biography,Drama,Romance",123,Loving,2016,
1552,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,Josh Trank,"Action,Adventure,Sci-Fi",100,Fantastic Four,2015,
1553,"Mia Goth, Martin McCann, Barry Ward, Andrew Simpson","In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.",Stephen Fingleton,"Drama,Sci-Fi,Thriller",104,The Survivalist,2015,
1554,"Emma Watson, Daniel Brühl, Michael Nyqvist,Richenda Carey","A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from.",Florian Gallenberger,"Drama,Romance,Thriller",106,Colonia,2015,
1555,"Jennifer Lopez, Ryan Guzman, Kristin Chenoweth, John Corbett","A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",Rob Cohen,"Mystery,Thriller",91,The Boy Next Door,2015,
1556,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,Joel Edgerton,"Mystery,Thriller",108,The Gift,2015,
1557,"Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",Gary Shore,"Action,Drama,Fantasy",92,Dracula Untold,2014,
1558,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson,Ben Whishaw","A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",Ron Howard,"Action,Adventure,Biography",122,In the Heart of the Sea,2015,
1559,"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews","Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.",Mike Judge,"Adventure,Comedy,Sci-Fi",84,Idiocracy,2006,
1560,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,Sylvester Stallone,"Action,Adventure,Thriller",103,The Expendables,2010,
1561,"Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci","Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",Fede Alvarez,"Fantasy,Horror",91,Evil Dead,2013,
1562,"Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson",Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.,Scott Derrickson,"Horror,Mystery",110,Sinister,2012,
1563,"John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",Rich Moore,"Animation,Adventure,Comedy",101,Wreck-It Ralph,2012,
1564,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",Rupert Sanders,"Action,Adventure,Drama",127,Snow White and the Huntsman,2012,
1565,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara","12-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as Peter Pan.",Joe Wright,"Adventure,Family,Fantasy",111,Pan,2015,
1566,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",Michael Bay,"Action,Adventure,Sci-Fi",154,Transformers: Dark of the Moon,2011,
1567,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",Jason Reitman,"Comedy,Drama",96,Juno,2007,
1568,"Tom Hanks, Sarita Choudhury, Ben Whishaw,Alexander Black",A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.,Tom Tykwer,"Comedy,Drama",98,A Hologram for the King,2016,
1569,"George Clooney, Julia Roberts, Jack O'Connell,Dominic West",Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,Jodie Foster,"Crime,Drama,Thriller",98,Money Monster,2016,
1570,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",Nick Cassavetes,"Comedy,Romance",109,The Other Woman,2014,
1571,"Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",Kevin Lima,"Animation,Comedy,Family",107,Enchanted,2007,
1572,"Robert De Niro, Anne Hathaway, Rene Russo,Anders Holm","70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",Nancy Meyers,"Comedy,Drama",121,The Intern,2015,
1573,"Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Jonathan Dayton,"Comedy,Drama",101,Little Miss Sunshine,2006,
1574,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds","The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.",Ben Younger,"Biography,Drama,Sport",117,Bleed for This,2016,
1575,"Sam Worthington, Liam Neeson, Ralph Fiennes,Jason Flemyng","Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",Louis Leterrier,"Action,Adventure,Fantasy",106,Clash of the Titans,2010,
1576,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,Craig Gillespie,"Action,Drama,History",117,The Finest Hours,2016,
1577,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,Joseph Kosinski,"Action,Adventure,Sci-Fi",125,Tron,2010,
1578,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman",Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,"Action,Adventure,Mystery",146,The Hunger Games: Catching Fire,2013,
1579,"Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe","Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.",Andrew Jarecki,"Crime,Drama,Mystery",101,All Good Things,2010,
1580,"Dave Bautista, Alain Moussi, Gina Carano, Jean-Claude Van Damme",A kick boxer is out to avenge his brother.,John Stockwell,Action,90,Kickboxer: Vengeance,2016,
1581,"Noah Ringer, Nicola Peltz, Jackson Rathbone,Dev Patel","Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",M. Night Shyamalan,"Action,Adventure,Family",103,The Last Airbender,2010,
1582,"Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper","A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",Jake Kasdan,"Comedy,Romance",94,Sex Tape,2014,
1583,"Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid","Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected.",Kirk Jones,"Comedy,Drama,Romance",110,What to Expect When You're Expecting,2012,
1584,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Bennett Miller,"Biography,Drama,Sport",133,Moneyball,2011,
1585,"Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long","Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself.",Mark Steven Johnson,"Action,Fantasy,Thriller",114,Ghost Rider,2007,
1586,"Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund","After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",Angelina Jolie,"Biography,Drama,Sport",137,Unbroken,2014,
1587,"Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",Tarsem Singh,"Action,Drama,Fantasy",110,Immortals,2011,
1588,"Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh",A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,Danny Boyle,"Adventure,Sci-Fi,Thriller",107,Sunshine,2007,
1589,"Kelly Macdonald,Billy Connolly, Emma Thompson, Julie Walters","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",Mark Andrews,"Animation,Adventure,Comedy",93,Brave,2012,
1590,"Michael Nyqvist, Noomi Rapace, Ewa Fröling,Lena Endre",A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.,Niels Arden Oplev,"Drama,Mystery,Thriller",152,Män som hatar kvinnor,2009,
1591,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",A pair of childhood friends and neighbors fall for each other's sons.,Anne Fontaine,"Drama,Romance",112,Adoration,2013,
1592,"Tom Hardy, Noomi Rapace, James Gandolfini,Matthias Schoenaerts","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",Michaël R. Roskam,"Crime,Drama,Mystery",106,The Drop,2014,
1593,"Amanda Bynes, Laura Ramsey, Channing Tatum,Vinnie Jones","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles.",Andy Fickman,"Comedy,Romance,Sport",105,She's the Man,2006,
1594,"Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church","Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",Sean Anders,"Comedy,Family",96,Daddy's Home,2015,
1595,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono",A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,Matt Reeves,"Drama,Horror,Mystery",116,Let Me In,2010,
1596,"Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet",A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,Jeff Wadlow,"Action,Drama,Sport",110,Never Back Down,2008,
1597,"Sacha Baron Cohen, Mark Strong, Rebel Wilson,Freddie Crowder",A new assignment forces a top spy to team up with his football hooligan brother.,Louis Leterrier,"Action,Adventure,Comedy",83,Grimsby,2016,
1598,"Sam Rockwell, Kevin Spacey, Dominique McElligott,Rosie Shaw","Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Duncan Jones,"Drama,Mystery,Sci-Fi",97,Moon,2009,
1599,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey","The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",Tom McGrath,"Animation,Action,Comedy",95,Megamind,2010,
1600,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi","It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",Ruben Fleischer,"Action,Crime,Drama",113,Gangster Squad,2013,
1601,"Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks",An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.,Jean-François Richet,"Action,Crime,Drama",88,Blood Father,2016,
1602,"Jennifer Aniston, Jennifer Connelly, Morgan Lily,Trenton Rogers",The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,Ken Kwapis,"Comedy,Drama,Romance",129,He's Just Not That Into You,2009,
1603,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",Alessandro Carloni,"Animation,Action,Adventure",95,Kung Fu Panda 3,2016,
1604,"Matt Vael, Simon Cotton, Kevin Leslie, Olivia Moyles",Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.,Zackary Adler,"Crime,Drama",110,The Rise of the Krays,2015,
1605,"Fionn O'Shea, Nicholas Galitzine, Andrew Scott, Moe Dunford",Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.,John Butler,Drama,95,Handsome Devil,2016,
1606,"Jennifer Lawrence, John Hawkes, Garret Dillahunt,Isaiah Stone",An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,Debra Granik,Drama,100,Winter's Bone,2010,
1607,"Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,Seth Gordon,"Comedy,Crime",98,Horrible Bosses,2011,
1608,"Anne Dorval, Antoine-Olivier Pilon, Suzanne Clément,Patrick Huard","A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",Xavier Dolan,Drama,139,Mommy,2014,
1609,"Ron Perlman, Selma Blair, Doug Jones, John Alexander","The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",Guillermo del Toro,"Action,Adventure,Fantasy",120,Hellboy II: The Golden Army,2008,
1610,"Alice Englert, Viola Davis, Emma Thompson,Alden Ehrenreich","Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",Richard LaGravenese,"Drama,Fantasy,Romance",124,Beautiful Creatures,2013,
1611,"Sandra Hüller, Peter Simonischek, Michael Wittenborn,Thomas Loibl",A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,Maren Ade,"Comedy,Drama",162,Toni Erdmann,2016,
1612,"Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon",Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,Peter Jackson,"Drama,Fantasy,Thriller",135,The Lovely Bones,2009,
1613,"Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker","Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",Andrew Dominik,"Biography,Crime,Drama",160,The Assassination of Jesse James by the Coward Robert Ford,2007,
1614,"Joseph Gordon-Levitt, Scarlett Johansson,Julianne Moore, Tony Danza","A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",Joseph Gordon-Levitt,"Comedy,Drama,Romance",90,Don Jon,2013,
1615,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly",A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.,James Watkins,"Action,Crime,Drama",92,Bastille Day,2016,
1616,"Paul Sidhu, Branden Coles, Arielle Holmes, Kelcey Watson","In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion.",Joey Curtis,Sci-Fi,101,2307: Winter's Dream,2016,
1617,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell","A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government.",Gary Ross,"Action,Biography,Drama",139,Free State of Jones,2016,
1618,"Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone","A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",Paco Cabezas,"Action,Comedy,Romance",95,Mr. Right,2015,
1619,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn","When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",Ben Stiller,"Adventure,Comedy,Drama",114,The Secret Life of Walter Mitty,2013,
1620,"Shameik Moore, Tony Revolori, Kiersey Clemons,Kimberly Elise","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",Rick Famuyiwa,"Comedy,Crime,Drama",103,Dope,2015,
1621,"Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea","When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",Måns Mårlind,"Action,Fantasy,Horror",88,Underworld Awakening,2012,
1622,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",Lars von Trier,"Drama,Horror",108,Antichrist,2009,
1623,"Jared Padalecki, Amanda Righetti, Derek Mears,Danielle Panabaker","A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.",Marcus Nispel,Horror,97,Friday the 13th,2009,
1624,"Liam Neeson, Forest Whitaker, Maggie Grace,Famke Janssen","Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.",Olivier Megaton,"Action,Thriller",109,Taken 3,2014,
1625,"Colin Farrell, Bokeem Woodbine, Bryan Cranston,Kate Beckinsale","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",Len Wiseman,"Action,Adventure,Mystery",118,Total Recall,2012,
1626,"Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen","When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",Brett Ratner,"Action,Adventure,Fantasy",104,X-Men: The Last Stand,2006,
1627,"Lyndsy Fonseca, Michael Doneger, Tommy Dewey,Bruce Campbell","Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",Will Slocombe,"Comedy,Drama,Romance",88,The Escort,2016,
1628,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso",A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,Courtney Hunt,"Crime,Drama,Mystery",93,The Whole Truth,2016,
1629,"Ben Stiller, Robin Williams, Owen Wilson, Dick Van Dyke","Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",Shawn Levy,"Adventure,Comedy,Family",98,Night at the Museum: Secret of the Tomb,2014,
1630,"Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt",A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.,Edward Zwick,"Comedy,Drama,Romance",112,Love & Other Drugs,2010,
1631,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan","Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",Evan Goldberg,Comedy,112,The Interview,2014,
1632,"Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae",A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.,Bong Joon Ho,"Comedy,Drama,Horror",120,The Host,2006,
1633,"Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer",Two teenage girls encounter an Internet child predator.,Michael Goi,"Drama,Horror,Thriller",85,Megan Is Missing,2011,
1634,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton,"Animation,Adventure,Family",98,WALL·E,2008,
1635,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",Judd Apatow,"Comedy,Romance",129,Knocked Up,2007,
1636,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright",A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,Duncan Jones,"Mystery,Romance,Sci-Fi",93,Source Code,2011,
1637,"Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke","Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",John Hillcoat,"Crime,Drama",116,Lawless,2012,
1638,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig","A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",Levan Gabriadze,"Drama,Horror,Mystery",83,Unfriended,2014,
1639,"Jason Biggs, Alyson Hannigan,Seann William Scott, Chris Klein","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",Jon Hurwitz,Comedy,113,American Reunion,2012,
1640,"Will Smith, Thandie Newton, Jaden Smith, Brian Howe",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Gabriele Muccino,"Biography,Drama",117,The Pursuit of Happyness,2006,
1641,"Darío Grandinetti, María Marull, Mónica Villa, Rita Cortese",Six short stories that explore the extremities of human behavior involving people in distress.,Damián Szifron,"Comedy,Drama,Thriller",122,Relatos salvajes,2014,
1642,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner","An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad.",Frank Coraci,"Comedy,Western",119,The Ridiculous 6,2015,
1643,"Pierre Niney, Paula Beer, Ernst Stötzner, Marie Gruber","In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",François Ozon,"Drama,History,War",113,Frantz,2016,
1644,"Sofia Black-D'Elia, Analeigh Tipton,Travis Tope, Michael Kelly","Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",Henry Joost,"Drama,Horror,Sci-Fi",85,Viral,2016,
1645,"Clint Eastwood, Bee Vang, Christopher Carley,Ahney Her","Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Clint Eastwood,Drama,116,Gran Torino,2008,
1646,"Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio","Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",John Wells,"Comedy,Drama",101,Burnt,2015,
1647,"Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman",A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.,Jonathan Holbrook,"Fantasy,Horror,Thriller",133,Tall Men,2016,
1648,"Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett","A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.",Julia Leigh,"Drama,Romance",101,Sleeping Beauty,2011,
1649,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",Mark Waters,"Action,Comedy,Fantasy",104,Vampire Academy,2014,
1650,"Johnny Depp, Helena Bonham Carter, Alan Rickman,Timothy Spall","The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",Tim Burton,"Drama,Horror,Musical",116,Sweeney Todd: The Demon Barber of Fleet Street,2007,
